 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
379	543.865	0.867	1.076	0.929	0.966	26.315	9541.139
380	557.665	0.884	1.025	0.976	0.968	26.647	9906.577
381	615.334	0.864	1.061	0.942	0.965	27.990	11482.339
382	607.926	0.845	1.090	0.917	0.962	27.821	11275.599
383	520.332	0.875	1.025	0.976	0.964	25.739	8928.630
384	601.825	0.858	1.027	0.974	0.966	27.682	11106.286
385	522.802	0.875	1.057	0.946	0.970	25.800	8992.267
386	575.242	0.851	1.064	0.940	0.961	27.063	10378.611
387	558.536	0.865	1.107	0.903	0.969	26.667	9929.811
388	570.157	0.813	1.093	0.915	0.955	26.943	10241.320
389	525.562	0.825	1.017	0.984	0.952	25.868	9063.570
390	551.128	0.881	1.039	0.963	0.968	26.490	9732.904
391	501.739	0.857	1.045	0.957	0.965	25.275	8454.345
392	605.311	0.810	1.084	0.923	0.944	27.762	11202.932
393	561.877	0.843	1.065	0.939	0.948	26.747	10019.041
394	510.745	0.875	1.024	0.977	0.964	25.501	8682.999
395	562.458	0.870	1.066	0.938	0.964	26.761	10034.586
396	529.048	0.822	1.171	0.854	0.967	25.954	9153.904
397	624.341	0.860	1.070	0.934	0.967	28.195	11735.350
398	540.378	0.810	1.072	0.933	0.950	26.230	9449.544
399	560.715	0.853	1.077	0.928	0.956	26.719	9987.974
400	483.290	0.838	1.009	0.991	0.954	24.806	7992.371
401	550.983	0.842	1.040	0.961	0.970	26.486	9729.056
402	555.776	0.846	1.062	0.942	0.957	26.601	9856.300
403	542.703	0.868	1.099	0.910	0.967	26.287	9510.574
404	517.136	0.857	1.014	0.986	0.959	25.660	8846.499
405	578.873	0.843	1.030	0.971	0.961	27.149	10477.048
406	762.921	0.840	1.055	0.948	0.958	31.167	15851.980
407	707.286	0.847	1.028	0.973	0.966	30.009	14149.989
408	598.048	0.848	1.043	0.959	0.960	27.595	11001.901
409	534.277	0.823	1.028	0.973	0.962	26.082	9289.964
410	579.890	0.862	1.067	0.937	0.965	27.172	10504.666
411	522.221	0.891	1.080	0.926	0.970	25.786	8977.280
412	577.711	0.812	1.042	0.960	0.951	27.121	10445.514
413	625.793	0.861	1.026	0.975	0.962	28.227	11776.331
414	573.353	0.873	1.036	0.966	0.967	27.019	10327.546
415	514.086	0.841	1.093	0.915	0.958	25.584	8768.338
416	535.294	0.884	1.065	0.939	0.967	26.107	9316.498
417	521.785	0.820	1.062	0.941	0.954	25.775	8966.045
418	652.667	0.805	1.071	0.934	0.969	28.827	12542.990
419	599.936	0.868	1.028	0.973	0.962	27.638	11054.053
420	551.418	0.878	1.042	0.959	0.964	26.497	9740.601
421	511.907	0.859	1.063	0.941	0.960	25.530	8712.651
422	552.871	0.856	1.043	0.958	0.962	26.532	9779.117
423	597.031	0.841	1.065	0.939	0.960	27.571	10973.854
424	542.848	0.837	1.075	0.930	0.961	26.290	9514.393
425	534.277	0.851	1.033	0.968	0.957	26.082	9289.964
426	543.865	0.851	1.012	0.988	0.958	26.315	9541.139
427	559.844	0.872	1.038	0.964	0.969	26.699	9964.695
428	526.869	0.837	1.019	0.981	0.953	25.900	9097.410
429	546.189	0.820	1.210	0.826	0.950	26.371	9602.365
430	579.454	0.859	1.010	0.990	0.970	27.162	10492.827
431	553.597	0.820	1.085	0.921	0.951	26.549	9798.393
432	521.785	0.891	1.036	0.965	0.966	25.775	8966.045
433	539.362	0.860	1.013	0.988	0.958	26.206	9422.885
434	544.882	0.884	1.043	0.959	0.970	26.339	9567.909
435	573.063	0.840	1.046	0.956	0.958	27.012	10319.697
436	506.677	0.877	1.108	0.902	0.975	25.399	8579.484
437	570.738	0.855	1.027	0.974	0.963	26.957	10256.980
438	541.831	0.835	1.051	0.951	0.953	26.266	9487.673
439	530.791	0.861	1.021	0.980	0.961	25.997	9199.183
440	552.000	0.861	1.083	0.923	0.962	26.511	9756.001
441	576.113	0.837	1.035	0.966	0.964	27.084	10402.207
442	565.073	0.813	1.094	0.914	0.952	26.823	10104.640
443	580.762	0.845	1.057	0.946	0.962	27.193	10528.358
444	574.370	0.857	1.033	0.968	0.967	27.043	10355.032
445	537.037	0.878	1.013	0.987	0.966	26.149	9362.043
446	585.265	0.833	1.035	0.966	0.955	27.298	10651.048
447	542.412	0.828	1.009	0.991	0.957	26.280	9502.938
448	531.517	0.853	1.080	0.926	0.963	26.014	9218.071
449	539.362	0.828	1.054	0.949	0.951	26.206	9422.885
